DATE,AREA,ITEMS,COST,RECEIPT FILE NAME,INFO,VALUE ADDED
2022-07-15,FRONTYARD,PLANTS,23.72,C:Receipts2022_07_15 Hose.jpg,,false
2022-07-07,BACKYARD,MISC,6.93,C:Receipts2022_07_04 raindrip.jpg,,false
2022-07-04,BACKYARD,MISC,8.52,C:Receipts2022_07_04 raindrip.jpg,,false
2022-06-30,BACKYARD,MISC,12.62,C:Receipts2022_07_04 raindrip.jpg,,false
2022-06-26,BACKYARD,MISC,16.77,C:Receipts2022_06_20 rain drip.jpg,,false
2022-06-25,BACKYARD,MISC,61.39,C:Receipts2022_06_20 rain drip.jpg,rain drip system for backyard,false
2022-06-21,FRONTYARD,MISC,10.73,C:Receipts2022_06_20 rain drip.jpg,,false
2022-06-20,FRONTYARD,MISC,16.67,C:Receipts2022_06_20 rain drip.jpg,fertilizer,false
2022-06-16,BATH2,SINK,87.23,C:Receipts2022_6_19 Bath fixture.jpg,replacement sink vanity fixture,false
2022-06-15,BATH2,MISC,9.0,C:Receipts2022_6_19 Bath fixture.jpg,toilet sink valve,false
2022-06-12,BDRM3,WALLS,9.0,C:Receipts2022_6_19 Bath fixture.jpg,wall finishing nails,false
2022-06-11,BACKYARD,MISC,10.01,C:Receipts2022_6_19 Bath fixture.jpg,,false
2022-06-05,BACKYARD,FENCE,33.44,C:Receipts2022_06_08 Fence gate hardware.jpg,fence gate hardware,false
2022-06-04,BACKYARD,FENCE,54.05,C:Receipts2022_06_04 Fenc Gate.jpg,redwood panels for fence,false
2022-06-04,BACKYARD,MISC,27.44,C:Receipts2022_06_08 Fence gate hardware.jpg,Mulch,false
2022-05-28,BACKYARD,PLANTS,8.53,C:Receipts2022_05_15 grass.jpg,plant,false
2022-05-28,FRONTYARD,MISC,23.92,C:Receipts2022_06_08 Fence gate hardware.jpg,twin pack rotor with nozzle,false
2022-05-26,BACKYARD,PLANTS,16.23,C:Receipts2022_05_15 grass.jpg,indoor plant,false
2022-05-24,FRONTYARD,PLANTS,26.94,C:Receipts2022_05_15 grass.jpg,jasmine,false
2022-05-22,BACKYARD,PLANTS,14.98,C:Receipts2022_05_15 grass.jpg,daisy,false
2022-05-20,GARAGE,DOOR,5.14,C:Receipts2022_05_15 grass.jpg,push pin,false
2022-05-15,BACKYARD,PLANTS,23.66,C:Receipts2022_05_15 new hose.jpg,lantana,false
2022-05-15,FRONTYARD,PLANTS,19.36,C:Receipts2022_05_15 grass.jpg,turf builder,false
2022-05-14,BACKYARD,MISC,61.34,C:Receipts2022_05_15 new hose.jpg,new garden hose,false
2022-05-11,BACKYARD,MISC,19.3,C:Receipts2022_05_15 new hose.jpg,hooks,false
2022-05-09,FRONTYARD,DOOR,72.25,C:Receipts2022_05_15 new hose.jpg,Paint for front door,false
2022-05-07,BACKYARD,MISC,290.0,filename,garden tool shed,false
2022-05-04,BACKYARD,MISC,7.51,filename,mosquito repellant,false
2022-05-03,BACKYARD,MISC,23.82,C:Receipts2022_05_01 Plants.jpg,planter box,false
2022-05-02,BACKYARD,OUTLETS,10.0,C:Receipts2022_05_01 Plants.jpg,backyard outlet cover,false
2022-05-02,FRONTYARD,PLANTS,14.99,C:Receipts2022_05_01 Plants.jpg,grass seeds,false
2022-05-01,BACKYARD,PLANTS,12.68,C:Receipts2022_05_01 Plants.jpg,succulent,false
2022-04-30,FRONTYARD,MISC,77.57,filename,Lawn trimmer,false
2022-04-30,BACKYARD,PLANTS,8.53,C:Receipts2022_05_01 Plants.jpg,soil,false
2022-04-30,BACKYARD,PLANTS,26.67,C:Receipts2022_05_01 Plants.jpg,veggies,false
2022-04-29,BACKYARD,MISC,8.34,C:Receipts2022_05_01 Plants.jpg,solar shade,false
2022-04-27,FRONTYARD,MISC,99.98,filename,Lawn edger,false
2022-04-27,LIVING ROOM,MISC,56.0,filename,Air conditioner service,false
2022-04-26,BACKYARD,MISC,29.52,C:Receipts2022_04_28 Planter boxes.jpg,wood,false
2022-04-24,BACKYARD,MISC,29.86,C:Receipts2022_04_28 Planter boxes.jpg,planter box,false
2022-04-23,BACKYARD,MISC,21.52,C:Receipts2022_04_28 Planter boxes.jpg,fir for planter boxes,false
2022-04-17,BACKYARD,MISC,25.0,C:Receipts2022_04_28 Planter boxes.jpg,garden tool,false
2022-04-16,BACKYARD,PLANTS,10.67,C:Receipts2022_04_28 Planter boxes.jpg,soil,false
2022-04-15,BACKYARD,PLANTS,27.55,C:Receipts2022_04_10 soil.jpg,plants,false
2022-04-15,BACKYARD,MISC,62.18,C:Receipts2022_04_10 soil.jpg,semi gloss paint,false
2022-04-13,BACKYARD,MISC,20.62,C:Receipts2022_04_10 soil.jpg,ant trap,false
2022-04-12,BACKYARD,PLANTS,28.52,C:Receipts2022_04_10 soil.jpg,mulch,false
2022-04-11,KITCHEN,MISC,51.99,filename,water filter,false
2022-04-10,BACKYARD,MISC,18.24,C:Receipts20220410 Pergola.jpg,fasteners,false
2022-04-10,BACKYARD,MISC,13.0,C:Receipts20220410 Pergola.jpg,concrete drill bit,false
2022-04-10,BACKYARD,MISC,29.92,C:Receipts20220410 Pergola.jpg,soli and wood,false
2022-04-10,GARAGE,MISC,2.46,filename,bucket lid,false
2022-04-05,BACKYARD,MISC,28.93,C:Receipts20220410 Pergola.jpg,fasteners for pergola,false
2022-04-03,FRONTYARD,PLANTS,12.9,C:Receipts20220410 Pergola.jpg,grass,false
2022-03-31,BACKYARD,MISC,31.5,C:Receipts20220410 Pergola.jpg,pergola hardware,false
2022-03-24,FRONTYARD,MISC,6.43,C:Receipts2022_03_23 Red Tip.jpg,drippers,false
2022-03-23,GARAGE,OUTLETS,5.25,C:Receipts2022_02_23 outlet.jpg,electrical plates,false
2022-03-22,BACKYARD,MISC,64.48,C:Receipts2022_03_23 Red Tip.jpg,pergola paint,false
2022-03-20,FRONTYARD,PLANTS,85.65,C:Receipts2022_03_23 Red Tip.jpg,red tip photinia,false
2022-03-20,FRONTYARD,PLANTS,14.71,C:Receipts2022_03_23 Red Tip.jpg,soil,false
2022-03-19,BACKYARD,MISC,49.0,C:Receipts2022_03_15 Pergola.jpg,pergola,false
2022-03-16,BACKYARD,MISC,20.49,C:Receipts2022_03_15 Pergola.jpg,pergola,false
2022-03-15,BACKYARD,MISC,12.47,C:Receipts2022_03_15 Pergola.jpg,pergola,false
2022-03-13,BACKYARD,MISC,29.0,C:Receipts2022_03_13 Pergola.jpg,pergola,false
2022-03-12,BACKYARD,MISC,53.81,C:Receipts2022_03_13 Pergola.jpg,pergola,false
2022-03-05,GARAGE,OUTLETS,6.08,C:Receipts2022_02_23 outlet.jpg,,false
2022-03-05,GARAGE,LIGHTS,92.19,C:Receipts2022_03_13 Pergola.jpg,electrical wire,false
2022-03-05,BACKYARD,MISC,172.9,filename,woods for pergola,false
2022-03-04,GARAGE,OUTLETS,4.58,C:Receipts2022_02_23 outlet.jpg,,false
2022-03-01,FRONTYARD,LIGHTS,86.97,C:Receipts2022_02_23 outlet.jpg,front porch light,false
2022-02-20,FRONTYARD,MISC,16.5,C:Receipts2022_02_20 plants.jpg,raindrip system emitters,false
2022-02-20,FRONTYARD,PLANTS,30.97,C:Receipts2022_02_20 plants.jpg,flowering quince,false
2022-02-19,FRONTYARD,PLANTS,72.7,C:Receipts2022_02_20 plants.jpg,sweet broom and indoor bird of P,false
2022-02-19,FRONTYARD,PLANTS,51.17,C:Receipts2022_02_20 plants.jpg,Lavender and bark,false
2022-02-13,FRONTYARD,PLANTS,20.27,C:Receipts2022_02_20 plants.jpg,bark,false
2022-02-10,FRONTYARD,PLANTS,41.55,C:Receipts2022_02_10 Raindrip.jpg,raindrip system,false
2022-02-10,FRONTYARD,MISC,7.55,C:Receipts2022_02_10 Raindrip.jpg,raindrip system front yard,false
2022-02-10,FRONTYARD,MISC,296.31,C:Receipts2022_02_10 Rocks.jpg,rocks,false
2022-02-07,FRONTYARD,MISC,50.44,C:Receipts2022_02_02 raindrip.jpg,tarp,false
2022-02-07,FRONTYARD,MISC,13.9,C:Receipts2022_02_02 raindrip.jpg,sand and staples,false
2022-02-05,FRONTYARD,PLANTS,34.44,C:Receipts2022_02_02 raindrip.jpg,trellis for roses,false
2022-02-02,BACKYARD,LIGHTS,19.71,C:Receipts2022_02_02 raindrip.jpg,tools for power supply for lights,false
2022-01-29,FRONTYARD,PLANTS,6.4,C:Receipts2022_01_29 Primrose.jpg,Primrose,false
2022-01-20,FRONTYARD,MISC,14.23,C:Receipts2022_01_29 Primrose.jpg,rain drip system,false
2022-01-20,FRONTYARD,PLANTS,1.7,C:Receipts2022_01_29 Primrose.jpg,soil,false
2022-01-07,KITCHEN,MISC,865.0,filename,oven and range,false
2021-12-28,ROOF,MISC,21.52,C:Receipts2021_10_26 strainer.jpg,insulation,false
2021-12-23,BDRM2,MISC,21.52,filename,smoke alarm replacement,false
2021-12-20,BDRM3,PLANTS,33.74,filename,,false
2021-12-19,KITCHEN,LIGHTS,12.9,filename,LED light bulbs,false
2021-12-19,KITCHEN,LIGHTS,102.33,filename,replace kitchen light,false
2021-12-17,LIVING ROOM,FLOOR,65.81,filename,floor sewer cleaning pest control,false
2021-12-11,KITCHEN,FAN,75.4,filename,dining area fan,false
2021-12-04,FRONTYARD,MISC,18.61,filename,rain drip emitters,false
2021-11-27,FRONTYARD,PLANTS,26.5,filename,red leaf plant,false
2021-11-23,FRONTYARD,PLANTS,28.55,filename,plant red leaf,false
2021-11-20,LIVING ROOM,MISC,30.12,filename,Xmas wreath,false
2021-11-19,FRONTYARD,MISC,11.02,filename,rain drip emitters,false
2021-11-18,FRONTYARD,MISC,12.27,filename,rain drip emitters,false
2021-11-12,FRONTYARD,MISC,14.9,C:Receipts2021_11_01 Yard remodel.jpg,rain drip system,false
2021-11-11,FRONTYARD,MISC,17.56,C:Receipts2021_11_01 Yard remodel.jpg,rain drip system,false
2021-11-11,FRONTYARD,MISC,2.0,C:Receipts2021_11_01 Yard remodel.jpg,rain drip system,false
2021-11-08,FRONTYARD,MISC,5.25,C:Receipts2021_11_01 Yard remodel.jpg,rain drip system,false
2021-11-07,FRONTYARD,PLANTS,31.25,C:Receipts2021_11_01 Yard remodel.jpg,plants,false
2021-11-04,FRONTYARD,PLANTS,10.9,C:Receipts2021_10_29 Deer.jpg,Tulips,false
2021-11-04,FRONTYARD,PLANTS,57.57,C:Receipts2021_10_29 Deer.jpg,Bricks and plants,false
2021-11-01,FRONTYARD,MISC,31.23,C:Receipts2021_10_29 Deer.jpg,Retaining walls,false
2021-10-29,FRONTYARD,MISC,69.0,C:Receipts2021_10_29 Deer.jpg,Xmas d?cor,false
2021-10-26,FRONTYARD,MISC,46.31,C:Receipts2021_10_26 strainer.jpg,cultivator,false
2021-10-17,GARAGE,OUTLETS,46.24,C:Receipts2021_10_17 electrical.jpg,fish tape,false
2021-10-16,KITCHEN,OUTLETS,15.0,filename,Kasa Smart Switch,false
2021-10-16,GARAGE,OUTLETS,15.0,filename,Kasa Smart Switch,false
2021-10-16,LIVING ROOM,LIGHTS,15.0,filename,2 Kasa Smart Bulb,false
2021-10-16,FRONTYARD,OUTLETS,70.0,filename,Add power outlet outside front door,false
2021-10-16,GARAGE,OUTLETS,5.2,C:Receipts2021_10_17 electrical.jpg,,false
2021-10-15,GARAGE,OUTLETS,20.93,C:Receipts2021_10_17 electrical.jpg,,false
2021-10-14,GARAGE,OUTLETS,22.14,C:Receipts2021_10_13 electrical .jpg,,false
2021-10-13,GARAGE,OUTLETS,36.67,C:Receipts2021_10_13 electrical .jpg,outside outlet electrical,false
2021-10-13,GARAGE,OUTLETS,41.34,C:Receipts2021_10_13 electrical .jpg,outside outlet electrical,false
2021-09-26,BDRM2,PLANTS,40.35,C:Receipts2021_09_26 Indoor plants.jpg,indoor plants,false
2021-09-25,LIVING ROOM,PLANTS,89.87,C:Receipts2021_09_26 Indoor plants.jpg,indoor plants,false
2021-09-25,LIVING ROOM,PLANTS,55.92,C:Receipts2021_09_26 Indoor plants.jpg,indoor plants,false
2021-09-11,BACKYARD,PLANTS,12.87,C:Receipts2021_09_04 Soil.jpg,,false
2021-09-06,LIVING ROOM,MISC,20.0,C:Receipts2021_09_04 Soil.jpg,air filters,false
2021-09-04,BACKYARD,PLANTS,15.02,C:Receipts2021_09_04 Soil.jpg,soil,false
2021-09-04,BACKYARD,PLANTS,13.9,C:Receipts2021_09_26 Indoor plants.jpg,,false
2021-08-28,BACKYARD,PLANTS,52.47,C:Receipts2021_08_28 Planter box.jpg,planter box #2,false
2021-08-22,BACKYARD,PLANTS,26.27,C:Receipts2021_08_28 Planter box.jpg,wood for planter box #1,false
2021-08-21,BACKYARD,MISC,19.37,C:Receipts2021_08_28 Planter box.jpg,cedar fan trellis for rose,false
2021-08-17,BACKYARD,FENCE,34.39,C:Receipts2021_08_13 fence.jpg,screws,false
2021-08-17,BACKYARD,FENCE,295.8,C:Receipts2021_08_17 fence.jpg,fence panels,false
